Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Razor Peptides,Abundances_WT-1,Abundances_WT-2,Abundances_RM1-1,Abundances_RM1-2,Abundances_RM2-1,Abundances_RM2-3,"Found in Sample: [S1] F1: WT-1, Sample","Found in Sample: [S6] F1: RM2-3, Sample","Found in Sample: [S3] F1: RM1-1, Sample","Found in Sample: [S4] F1: RM1-2, Sample","Found in Sample: [S5] F1: RM2-1, Sample","Found in Sample: [S2] F1: WT-2, Sample",# Protein Groups,Modifications,gene.names,locus_tag,protein
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16126.1_21,[gene=fmt] [locus_tag=N6Q85_00130] [protein=methionyl-tRNA formyltransferase] [protein_id=UXK16126.1] [location=complement(28827..29789)] [gbkey=CDS],0,100.317,42,12,29,12,320,34.7,6.16,588,12,0,19314824.74,12585155.08,13954295.62,15385876.1,18481688.61,19279187.89,High,High,High,High,High,High,1,,fmt ,N6Q85_00130 ,methionyl-tRNA formyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14807.1_2304,[locus_tag=N6Q85_11775] [protein=glutathione-dependent formaldehyde dehydrogenase] [protein_id=UXK14807.1] [location=complement(2481733..2482896)] [gbkey=CDS],0,100.31,42,15,33,8,387,41.8,5.69,498,15,0,4074988.848,5729126.982,1973417.442,4041534.678,4660424.139,5770475.742,High,High,High,High,High,High,1,,_11775 ,N6Q85_11775 ,glutathione-dependent formaldehyde dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16511.1_421,[locus_tag=N6Q85_02170] [protein=NAD(P)/FAD-dependent oxidoreductase] [protein_id=UXK16511.1] [location=445317..446807] [gbkey=CDS],0,100.252,38,18,39,18,496,55.7,9.07,463,18,0,23668552.57,20039912.4,16393943.95,27361746.54,20043018.93,32142350.36,High,High,High,High,High,High,1,,_02170 ,N6Q85_02170 ,NAD(P)/FAD-dependent oxidoreductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16372.1_272,[gene=ftsI] [locus_tag=N6Q85_01425] [protein=penicillin-binding protein PBP3] [protein_id=UXK16372.1] [location=300696..302528] [gbkey=CDS],0,100.066,35,18,27,18,610,67.6,9.77,373,18,0,15815057.79,11830033.17,10181036.57,12760950.65,13805455.59,16948683.52,High,High,High,High,High,High,1,,ftsI ,N6Q85_01425 ,penicillin-binding protein PBP3 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17646.1_1627,"[gene=catA] [locus_tag=N6Q85_08385] [protein=catechol 1,2-dioxygenase] [protein_id=UXK17646.1] [location=complement(1766017..1766937)] [gbkey=CDS]",0,99.753,44,12,20,12,306,33.5,4.91,589,12,0,4872122.273,3815151.577,4079194.368,11984196.56,14795154.38,26674346.04,High,High,High,High,High,High,1,,catA ,N6Q85_08385 ,catechol 1
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15757.1_3316,[locus_tag=N6Q85_16960] [protein=AarF/UbiB family protein] [protein_id=UXK15757.1] [location=3532366..3533664] [gbkey=CDS],0,99.644,40,15,20,15,432,48.8,7.11,405,15,0,14805191.39,12121659.14,10164605.79,13340562.32,11529209.25,19371798.4,High,High,High,High,High,High,1,,_16960 ,N6Q85_16960 ,AarF/UbiB family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17093.1_1032,[locus_tag=N6Q85_05365] [protein=Smr/MutS family endonuclease] [protein_id=UXK17093.1] [location=complement(1157303..1157998)] [gbkey=CDS],0,99.586,54,13,30,13,231,25.6,9.42,461,13,0,15771726.31,7620003.561,9447135.151,9854447.336,11738517.08,12714537.81,High,High,High,High,High,High,1,,_05365 ,N6Q85_05365 ,Smr/MutS family endonuclease 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16349.1_249,[locus_tag=N6Q85_01290] [protein=SDR family NAD(P)-dependent oxidoreductase] [protein_id=UXK16349.1] [location=complement(276028..276918)] [gbkey=CDS],0,99.582,56,18,29,18,296,32.7,9.45,346,18,0,27572644.92,19532425.58,15748047.26,20936188.93,24395769.24,29393431.23,High,High,High,High,High,High,1,,_01290 ,N6Q85_01290 ,SDR family NAD(P)-dependent oxidoreductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15613.1_3165,[gene=ilvN] [locus_tag=N6Q85_16195] [protein=acetolactate synthase small subunit] [protein_id=UXK15613.1] [location=complement(3370312..3370803)] [gbkey=CDS],0,99.4,60,8,38,8,163,17.9,5.92,1089,8,0,38788152.13,24839143.85,24393152.54,34560930.36,31787699.14,38064589.25,High,High,High,High,High,High,1,,ilvN ,N6Q85_16195 ,acetolactate synthase small subunit 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16427.1_330,[gene=sodC] [locus_tag=N6Q85_01715] [protein=superoxide dismutase [Cu-Zn] SodC] [protein_id=UXK16427.1] [location=complement(363814..364389)] [gbkey=CDS],0,99.079,54,8,29,8,191,19.3,8.21,462,8,0,28391930.34,24973136.23,17986699.97,26060202.46,26551049.73,35130541.73,High,High,High,High,High,High,1,,sodC ,N6Q85_01715 ,superoxide dismutase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14480.1_1966,[locus_tag=N6Q85_10080] [protein=integration host factor subunit beta] [protein_id=UXK14480.1] [location=complement(2132224..2132526)] [gbkey=CDS],0,98.97,74,8,37,8,100,11,9.13,551,8,0,135082981.2,93211687.44,71792385.71,110796425.6,99999935.49,153351265.7,High,High,High,High,High,High,1,,_10080 ,N6Q85_10080 ,integration host factor subunit beta 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16897.1_827,[gene=tolA] [locus_tag=N6Q85_04330] [protein=cell envelope integrity protein TolA] [protein_id=UXK16897.1] [location=complement(927328..928674)] [gbkey=CDS],0,98.868,52,23,35,23,448,48.5,9.66,314,23,0,11044422.42,5919918.258,5765707.226,7783349.133,9975285.793,11054694.38,High,High,High,High,High,High,1,,tolA ,N6Q85_04330 ,cell envelope integrity protein TolA 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14964.1_2478,[locus_tag=N6Q85_12655] [protein=MetQ/NlpA family ABC transporter substrate-binding protein] [protein_id=UXK14964.1] [location=complement(2666971..2667846)] [gbkey=CDS],0,98.8,45,13,23,13,291,31.6,8.38,385,13,0,34086125.8,24325432.06,23128034.31,32672435.48,40711696.52,43106675.83,High,High,High,High,High,High,1,,_12655 ,N6Q85_12655 ,MetQ/NlpA family ABC transporter substrate-binding protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16498.1_407,[gene=rpsN] [locus_tag=N6Q85_02100] [protein=30S ribosomal protein S14] [protein_id=UXK16498.1] [location=437952..438257] [gbkey=CDS],0,98.021,34,4,76,4,101,11.4,10.81,916,4,0,31491552.31,16442934.46,18810623.93,24607703.53,36182075.27,27206575.06,High,High,High,High,High,High,1,,rpsN ,N6Q85_02100 ,30S ribosomal protein S14 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16507.1_417,[gene=rpsK] [locus_tag=N6Q85_02150] [protein=30S ribosomal protein S11] [protein_id=UXK16507.1] [location=442689..443075] [gbkey=CDS],0,98.016,61,7,47,7,128,13.5,10.8,990,7,0,219486388.2,133418454.1,169594908,185277694.3,261142247.6,206157631.1,High,High,High,High,High,High,1,,rpsK ,N6Q85_02150 ,30S ribosomal protein S11 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15626.1_3180,[gene=secB] [locus_tag=N6Q85_16270] [protein=protein-export chaperone SecB] [protein_id=UXK15626.1] [location=3387038..3387496] [gbkey=CDS],0,97.825,64,7,33,7,152,17,4.34,1049,7,0,46434632.03,29286066.79,31327700.61,35070244.52,40694394.01,40067245.95,High,High,High,High,High,High,1,,secB ,N6Q85_16270 ,protein-export chaperone SecB 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16595.1_506,[gene=tgt] [locus_tag=N6Q85_02665] [protein=tRNA guanosine(34) transglycosylase Tgt] [protein_id=UXK16595.1] [location=complement(542508..543641)] [gbkey=CDS],0,97.803,30,10,43,10,377,42.9,6.8,372,10,0,56085403.95,40540148.86,40581843.18,44599869.65,72425135.7,64513025.54,High,High,High,High,High,High,1,,tgt ,N6Q85_02665 ,tRNA guanosine(34) transglycosylase Tgt 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15389.1_2922,[gene=rplY] [locus_tag=N6Q85_14935] [protein=50S ribosomal protein L25] [protein_id=UXK15389.1] [location=3097542..3097838] [gbkey=CDS],0,97.729,76,7,103,7,98,10.9,9.47,1922,7,0,312165151.6,148551066.8,174911183.9,239286197.2,374166635.5,253196195.1,High,High,High,High,High,High,1,,rplY ,N6Q85_14935 ,50S ribosomal protein L25 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16195.1_91,[locus_tag=N6Q85_00480] [protein=SCP-2 sterol transfer family protein] [protein_id=UXK16195.1] [location=103560..104039] [gbkey=CDS],0,97.705,68,8,23,8,159,17.5,9.7,571,8,0,32624425.53,24181276.61,20271284.39,31043809.41,27282710.03,37051171.32,High,High,High,High,High,High,1,,_00480 ,N6Q85_00480 ,SCP-2 sterol transfer family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14747.1_2240,[locus_tag=N6Q85_11455] [protein=3-hydroxyacyl-CoA dehydrogenase] [protein_id=UXK14747.1] [location=complement(2412564..2414102)] [gbkey=CDS],0,97.612,28,15,24,15,512,57.1,6.4,556,15,0,7597203.96,8460518.903,5583075.161,18349691.46,9618236.057,25498509.86,High,High,High,High,High,High,1,,_11455 ,N6Q85_11455 ,3-hydroxyacyl-CoA dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14669.1_2159,[locus_tag=N6Q85_11050] [protein=SDR family oxidoreductase] [protein_id=UXK14669.1] [location=2324516..2325394] [gbkey=CDS],0,97.331,47,12,36,12,292,32,5.29,618,12,0,18133395.16,26746772.44,6033475.423,20906561.43,15944654.06,28927339.08,High,High,High,High,High,High,1,,_11050 ,N6Q85_11050 ,SDR family oxidoreductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14750.1_2243,[gene=paaK] [locus_tag=N6Q85_11470] [protein=phenylacetate-CoA oxygenase/reductase subunit PaaK] [protein_id=UXK14750.1] [location=complement(2415678..2416739)] [gbkey=CDS],0,97.305,29,14,37,14,353,39.7,5.12,554,14,0,13097227.5,12187989.05,8863819.018,33002661.3,12639802.96,40581362.45,High,High,High,High,High,High,1,,paaK ,N6Q85_11470 ,phenylacetate-CoA oxygenase/reductase subunit PaaK 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15560.1_3107,[locus_tag=N6Q85_15905] [protein=integration host factor subunit alpha] [protein_id=UXK15560.1] [location=complement(3310393..3310689)] [gbkey=CDS],0,96.492,65,6,38,6,98,11.2,9.32,888,6,0,29418107.56,18745421.88,17144817.59,25353751.49,23837535.86,27466209.98,High,High,High,High,High,High,1,,_15905 ,N6Q85_15905 ,integration host factor subunit alpha 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15401.1_2934,[gene=rpmF] [locus_tag=N6Q85_14995] [protein=50S ribosomal protein L32] [protein_id=UXK15401.1] [location=complement(3106931..3107116)] [gbkey=CDS],0,96.45,38,4,131,4,61,7.1,10.78,3589,4,0,15689725.47,8810939.478,8909238.105,11845637.87,16133949.98,13490486.34,High,High,High,High,High,High,1,,rpmF ,N6Q85_14995 ,50S ribosomal protein L32 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17561.1_1536,[locus_tag=N6Q85_07930] [protein=CBS domain-containing protein] [protein_id=UXK17561.1] [location=complement(1670692..1671123)] [gbkey=CDS],0,96.436,77,10,35,10,143,15.7,5.27,617,10,0,50805663.75,40615974,21749056.11,45888091.09,30068972.13,50330088.71,High,High,High,High,High,High,1,,_07930 ,N6Q85_07930 ,CBS domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16086.1_3670,[locus_tag=N6Q85_18830] [protein=5-(carboxyamino)imidazole ribonucleotide synthase] [protein_id=UXK16086.1] [location=complement(3917378..3918499)] [gbkey=CDS],0,96.399,40,13,26,13,373,40.5,5.73,450,13,0,27913046.09,17113990.4,16222726.57,21291053.91,25266082.33,25783736.86,High,High,High,High,High,High,1,,_18830 ,N6Q85_18830 ,5-(carboxyamino)imidazole ribonucleotide synthase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16157.1_52,[locus_tag=N6Q85_00285] [protein=replication-associated recombination protein A] [protein_id=UXK16157.1] [location=60987..62252] [gbkey=CDS],0,96.369,36,12,22,12,421,46.9,5.99,481,12,0,7359983.892,4748043.416,4619214.968,6090467.626,6230044.516,7011340.922,High,High,High,High,High,High,1,,_00285 ,N6Q85_00285 ,replication-associated recombination protein A 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15451.1_2986,[gene=upp] [locus_tag=N6Q85_15255] [protein=uracil phosphoribosyltransferase] [protein_id=UXK15451.1] [location=complement(3162953..3163588)] [gbkey=CDS],0,96.292,64,14,36,14,211,22.8,6.55,556,14,0,31847441.67,22152479.05,25573690.38,28083133.6,32917866.06,32358468.52,High,High,High,High,High,High,1,,upp ,N6Q85_15255 ,uracil phosphoribosyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17259.1_1221,[locus_tag=N6Q85_06350] [protein=methionine ABC transporter ATP-binding protein] [protein_id=UXK17259.1] [location=complement(1356388..1357413)] [gbkey=CDS],0,96.199,44,14,29,14,341,38.6,6.61,374,14,0,25100641.67,15349269.58,20439437.87,19563975.01,23386571.24,23043932.04,High,High,High,High,High,High,1,,_06350 ,N6Q85_06350 ,methionine ABC transporter ATP-binding protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16439.1_342,[gene=astD] [locus_tag=N6Q85_01775] [protein=succinylglutamate-semialdehyde dehydrogenase] [protein_id=UXK16439.1] [location=377068..378537] [gbkey=CDS],0,96.178,31,11,29,11,489,52.4,5.83,563,11,0,66088236.66,50052562.73,40148478.76,48936979.7,62881365.68,67929761.71,High,High,High,High,High,High,1,,astD ,N6Q85_01775 ,succinylglutamate-semialdehyde dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14912.1_2417,[locus_tag=N6Q85_12350] [protein=NADP(H)-dependent aldo-keto reductase] [protein_id=UXK14912.1] [location=2602346..2603395] [gbkey=CDS],0,96.119,33,10,21,10,349,39.4,6.23,389,10,0,17408081.34,13001865.13,11556383.34,16513368.14,13664022.48,21018806.45,High,High,High,High,High,High,1,,_12350 ,N6Q85_12350 ,NADP(H)-dependent aldo-keto reductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17567.1_1542,[gene=ftsY] [locus_tag=N6Q85_07960] [protein=signal recognition particle-docking protein FtsY] [protein_id=UXK17567.1] [location=1674708..1675814] [gbkey=CDS],0,96.093,36,14,29,14,368,39.9,5.35,457,14,0,15593193.15,10029054.37,11100133.78,13024378.46,16309787.49,15703373.16,High,High,High,High,High,High,1,,ftsY ,N6Q85_07960 ,signal recognition particle-docking protein FtsY 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16122.1_17,[locus_tag=N6Q85_00110] [protein=TIGR04219 family outer membrane beta-barrel protein] [protein_id=UXK16122.1] [location=complement(24526..25218)] [gbkey=CDS],0,95.868,38,9,32,9,230,25.4,4.72,653,9,0,26525555.7,26877802.22,23713987.9,28760873.6,33013655.84,35564215.53,High,High,High,High,High,High,1,,_00110 ,N6Q85_00110 ,TIGR04219 family outer membrane beta-barrel protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14478.1_1964,[gene=pyrF] [locus_tag=N6Q85_10070] [protein=orotidine-5'-phosphate decarboxylase] [protein_id=UXK14478.1] [location=complement(2130970..2131668)] [gbkey=CDS],0,95.709,55,12,25,12,232,25.4,5.52,329,12,0,42646715.62,25116796.33,27887514.42,35637696.51,43423052.55,40957783.08,High,High,High,High,High,High,1,,pyrF ,N6Q85_10070 ,orotidine-5'-phosphate decarboxylase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15584.1_3135,[gene=cysM] [locus_tag=N6Q85_16045] [protein=cysteine synthase CysM] [protein_id=UXK15584.1] [location=complement(3336596..3337510)] [gbkey=CDS],0,95.708,35,7,29,7,304,33.1,5.73,506,7,0,21844949.44,14191752.25,16898963.22,18325660.98,21380862.61,23869433.07,High,High,High,High,High,High,1,,cysM ,N6Q85_16045 ,cysteine synthase CysM 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16192.1_88,[locus_tag=N6Q85_00465] [protein=hypothetical protein] [protein_id=UXK16192.1] [location=complement(99971..101278)] [gbkey=CDS],0,95.663,28,12,25,12,435,48.5,7.84,529,12,0,51053036.39,32666557.89,41433436.91,42821171.02,49430256.77,57744242.69,High,High,High,High,High,High,1,,_00465 ,N6Q85_00465 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15994.1_3569,[locus_tag=N6Q85_18300] [protein=RidA family protein] [protein_id=UXK15994.1] [location=complement(3806968..3807327)] [gbkey=CDS],0,95.586,97,9,24,9,119,13.1,4.93,604,9,0,16898511.61,24228577.94,14278359.34,17355269.1,20558022.9,26439908.06,High,High,High,High,High,High,1,,_18300 ,N6Q85_18300 ,RidA family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17349.1_1314,[locus_tag=N6Q85_06815] [protein=AAA family ATPase] [protein_id=UXK17349.1] [location=1462333..1464045] [gbkey=CDS],0,95.48,29,17,28,17,570,64.4,6.3,547,17,0,11802301.77,7341097.044,8569650.586,9797058.036,11675036.56,12662841.19,High,High,High,High,High,High,1,,_06815 ,N6Q85_06815 ,AAA family ATPase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16027.1_3607,[locus_tag=N6Q85_18490] [protein=sugar transferase] [protein_id=UXK16027.1] [location=complement(3848943..3849563)] [gbkey=CDS],0,95.147,54,10,28,10,206,23.4,9.45,678,10,0,25777662.07,17268365.62,18345197.26,18622061.58,24270401.58,25159708.29,High,High,High,High,High,High,1,,_18490 ,N6Q85_18490 ,sugar transferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14752.1_2245,[gene=paaC] [locus_tag=N6Q85_11480] [protein=phenylacetate-CoA oxygenase subunit PaaC] [protein_id=UXK14752.1] [location=complement(2417280..2418035)] [gbkey=CDS],0,94.938,51,13,32,13,251,28.8,5.35,560,13,0,17968816.95,15822224.88,9575857.175,57052933.6,15775046.4,69373561.07,High,High,High,High,High,High,1,,paaC ,N6Q85_11480 ,phenylacetate-CoA oxygenase subunit PaaC 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16384.1_285,[gene=aroB] [locus_tag=N6Q85_01490] [protein=3-dehydroquinate synthase] [protein_id=UXK16384.1] [location=316332..317414] [gbkey=CDS],0,94.479,31,12,40,12,360,39.5,5.52,680,12,0,32905895.28,21706163.72,25766852.12,27975011.82,29135347.96,34211309.49,High,High,High,High,High,High,1,,aroB ,N6Q85_01490 ,3-dehydroquinate synthase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16838.1_764,[locus_tag=N6Q85_04010] [protein=SCP2 sterol-binding domain-containing protein] [protein_id=UXK16838.1] [location=856405..856788] [gbkey=CDS],0,94.448,50,7,28,7,127,13.7,4.88,424,7,0,34233836.42,36553597.6,29294844.15,38102929.88,34499286.71,51909002.01,High,High,High,High,High,High,1,,_04010 ,N6Q85_04010 ,SCP2 sterol-binding domain-containing protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15390.1_2923,[gene=pth] [locus_tag=N6Q85_14940] [protein=aminoacyl-tRNA hydrolase] [protein_id=UXK15390.1] [location=3097859..3098440] [gbkey=CDS],0,94.404,69,11,35,11,193,20.9,9.41,614,11,0,15457791.22,10635848.81,11982628.84,12601424.6,16508147.47,15772730.28,High,High,High,High,High,High,1,,pth ,N6Q85_14940 ,aminoacyl-tRNA hydrolase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15115.1_2635,[gene=gdhA] [locus_tag=N6Q85_13460] [protein=NADP-specific glutamate dehydrogenase] [protein_id=UXK15115.1] [location=complement(2802879..2804282)] [gbkey=CDS],0,94.315,41,18,33,18,467,51.4,6.09,476,18,0,20827907.66,15586841.93,17551907.15,21588752.4,27362070.66,30234730.77,High,High,High,High,High,High,1,,gdhA ,N6Q85_13460 ,NADP-specific glutamate dehydrogenase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15466.1_3002,[gene=bfmS] [locus_tag=N6Q85_15335] [protein=sensor histidine kinase BfmS] [protein_id=UXK15466.1] [location=complement(3181053..3182702)] [gbkey=CDS],0,94.098,28,12,26,12,549,62.4,6.62,648,12,0,9727058.56,5907575.876,6608769.558,7864995.507,9012862.297,11016428.7,High,High,High,High,High,High,1,,bfmS ,N6Q85_15335 ,sensor histidine kinase BfmS 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15961.1_3532,[gene=atpB] [locus_tag=N6Q85_18105] [protein=F0F1 ATP synthase subunit A] [protein_id=UXK15961.1] [location=complement(3770461..3771336)] [gbkey=CDS],0,94.043,27,6,34,6,291,32.4,6.35,571,6,0,17050031.17,11268045.96,11429262.59,13803094.91,19971935.78,16822410.38,High,High,High,High,High,High,1,,atpB ,N6Q85_18105 ,F0F1 ATP synthase subunit A 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16491.1_398,[gene=rpsS] [locus_tag=N6Q85_02055] [protein=30S ribosomal protein S19] [protein_id=UXK16491.1] [location=434364..434639] [gbkey=CDS],0,93.972,77,7,97,7,91,10.2,11.05,1416,7,0,779436274.3,427820883.4,517660201.2,596096659.2,932234282.1,729769281.7,High,High,High,High,High,High,1,,rpsS ,N6Q85_02055 ,30S ribosomal protein S19 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16971.1_903,[locus_tag=N6Q85_04715] [protein=D-alanyl-D-alanine carboxypeptidase PBP6B] [protein_id=UXK16971.1] [location=complement(1002283..1003602)] [gbkey=CDS],0,93.931,31,15,28,15,439,48.8,7.01,468,15,0,8224166.734,5932804.747,8463878.546,8744476.674,11093291.09,11938812.35,High,High,High,High,High,High,1,,_04715 ,N6Q85_04715 ,D-alanyl-D-alanine carboxypeptidase PBP6B 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17403.1_1370,[locus_tag=N6Q85_07095] [protein=FMN-binding glutamate synthase family protein] [protein_id=UXK17403.1] [location=complement(1522801..1524474)] [gbkey=CDS],0,93.743,31,16,34,16,557,62.5,8.46,439,16,0,21666021.22,15659899.81,15595090.44,18147276.78,21847634.95,23535023.16,High,High,High,High,High,High,1,,_07095 ,N6Q85_07095 ,FMN-binding glutamate synthase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14850.1_2352,[locus_tag=N6Q85_12015] [protein=KpsF/GutQ family sugar-phosphate isomerase] [protein_id=UXK14850.1] [location=complement(2536857..2537834)] [gbkey=CDS],0,93.653,51,13,28,13,325,35,6.23,411,13,0,27495342.16,17405771.38,19057651.65,23813311.38,27021728.93,28106722.81,High,High,High,High,High,High,1,,_12015 ,N6Q85_12015 ,KpsF/GutQ family sugar-phosphate isomerase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16231.1_128,[locus_tag=N6Q85_00665] [protein=transporter] [protein_id=UXK16231.1] [location=143826..144593] [gbkey=CDS],0,93.265,47,8,20,8,255,27.6,4.84,508,8,0,13583775.77,12421200.91,11280488.48,13140000.2,13951053.65,17110523.77,High,High,High,High,High,High,1,,_00665 ,N6Q85_00665 ,transporter 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15315.1_2845,[locus_tag=N6Q85_14510] [protein=hypothetical protein] [protein_id=UXK15315.1] [location=complement(3012395..3012850)] [gbkey=CDS],0,93.262,49,9,23,9,151,16.8,5.39,460,9,0,29475208.13,19390249.61,21527457.07,33175786.05,22797683.29,32839969.82,High,High,High,High,High,High,1,,_14510 ,N6Q85_14510 ,hypothetical protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15883.1_3450,[gene=murD] [locus_tag=N6Q85_17670] [protein=UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase] [protein_id=UXK15883.1] [location=complement(3682456..3683802)] [gbkey=CDS],0,92.888,33,12,29,12,448,47.9,6.47,408,12,0,29084719.99,18766830.98,19875534.6,21851163.35,27457669.65,31566839.58,High,High,High,High,High,High,1,,murD ,N6Q85_17670 ,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK15536.1_3081,[gene=hisG] [locus_tag=N6Q85_15750] [protein=ATP phosphoribosyltransferase] [protein_id=UXK15536.1] [location=complement(3277678..3278361)] [gbkey=CDS],0,92.823,64,8,17,8,227,25.1,8.65,491,8,0,18171344.2,11797717.11,13310085.82,15461282.04,18354967.58,17710166.22,High,High,High,High,High,High,1,,hisG ,N6Q85_15750 ,ATP phosphoribosyltransferase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16387.1_288,[locus_tag=N6Q85_01505] [protein=FAD-dependent oxidoreductase] [protein_id=UXK16387.1] [location=323311..324732] [gbkey=CDS],0,92.651,33,14,31,14,473,52.1,5.2,437,14,0,12207211.39,8352057.036,9630172.85,10158259.55,10959849.48,13215986.26,High,High,High,High,High,High,1,,_01505 ,N6Q85_01505 ,FAD-dependent oxidoreductase 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK14485.1_1971,[locus_tag=N6Q85_10105] [protein=enoyl-CoA hydratase/isomerase family protein] [protein_id=UXK14485.1] [location=complement(2136178..2137302)] [gbkey=CDS],0,91.915,35,13,31,13,374,41.9,5.57,448,13,0,35511571.57,23469462.96,20031669.15,28160179.13,32725472.81,33359783.55,High,High,High,High,High,High,1,,_10105 ,N6Q85_10105 ,enoyl-CoA hydratase/isomerase family protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK16489.1_396,[gene=rplW] [locus_tag=N6Q85_02045] [protein=50S ribosomal protein L23] [protein_id=UXK16489.1] [location=433194..433514] [gbkey=CDS],0,91.854,70,9,54,9,106,11.6,9.52,1044,9,0,175702583.7,95385624.8,110894346.9,140168993.8,205044135.8,148236742.8,High,High,High,High,High,High,1,,rplW ,N6Q85_02045 ,50S ribosomal protein L23 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17527.1_1500,[locus_tag=N6Q85_07745] [protein=tetratricopeptide repeat protein] [protein_id=UXK17527.1] [location=complement(1634427..1635311)] [gbkey=CDS],0,91.751,47,12,25,12,294,32.5,6.57,480,12,0,23051892.5,14569343.76,12923802.54,17398179.11,18501460.2,18484882.06,High,High,High,High,High,High,1,,_07745 ,N6Q85_07745 ,tetratricopeptide repeat protein 
FALSE,High,Master Protein,>lcl|CP104751.1_prot_UXK17633.1_1613,[locus_tag=N6Q85_08315] [protein=aromatic ring-hydroxylating dioxygenase subunit alpha] [protein_id=UXK17633.1] [location=1748293..1749570] [gbkey=CDS],0,91.601,40,14,30,14,425,48.4,5.95,411,14,0,6172167.525,4778008.618,3528551.997,20864288.9,12818325.73,43903701.83,High,High,High,High,High,High,1,,_08315 ,N6Q85_08315 ,aromatic ring-hydroxylating dioxygenase subunit alpha 
